タイトル,年月,売上予測（円）,サービス開始日,サービス終了日,備考
ディズニー マイリトルドール,2022/10,55750000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2022/09,95090000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2022/08,52440000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2022/07,60710000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2022/06,81030000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2022/05,61070000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2022/04,63610000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2022/03,81270000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2022/02,73120000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2022/01,161000000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/12,6380000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/11,6990000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/10,32830000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/09,10840000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/08,8140000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/07,12730000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/06,33570000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/05,28140000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/04,6390000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/03,40200000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/02,32660000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2023/01,64740000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2024/06,4340000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2024/05,8000000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2024/03,13520000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2024/02,6730000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ディズニー マイリトルドール,2024/01,4160000,2016/9/1,2024/09/25,"ほのぼの, 無料"
ハイキュー!!ドンピシャマッチ!!,2018/07,5590000,2016/8/5,2018/11/06,"アニメ/コミック, 原作モノ, 無料, バレーボール"
ハイキュー!!ドンピシャマッチ!!,2018/06,7190000,2016/8/5,2018/11/06,"アニメ/コミック, 原作モノ, 無料, バレーボール"
ハイキュー!!ドンピシャマッチ!!,2018/05,6710000,2016/8/5,2018/11/06,"アニメ/コミック, 原作モノ, 無料, バレーボール"
ハイキュー!!ドンピシャマッチ!!,2018/04,17490000,2016/8/5,2018/11/06,"アニメ/コミック, 原作モノ, 無料, バレーボール"
ハイキュー!!ドンピシャマッチ!!,2018/03,6740000,2016/8/5,2018/11/06,"アニメ/コミック, 原作モノ, 無料, バレーボール"
ハイキュー!!ドンピシャマッチ!!,2018/02,6830000,2016/8/5,2018/11/06,"アニメ/コミック, 原作モノ, 無料, バレーボール"
ハイキュー!!ドンピシャマッチ!!,2018/01,1580000,2016/8/5,2018/11/06,"アニメ/コミック, 原作モノ, 無料, バレーボール"
ドールズオーダー,2018/12,125000000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2018/11,40980000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2018/10,44680000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2018/09,69890000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2018/08,114000000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2018/07,172000000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2018/06,146000000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2018/05,156000000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2018/04,186000000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2018/03,14390000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2019/09,27210000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2019/08,22940000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2019/07,38500000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2019/06,18880000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2019/05,7140000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2019/04,74800000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2019/03,43340000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2019/02,49750000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
ドールズオーダー,2019/01,51590000,2018/3/28,2019/11/29,"無料, 対戦プレイ"
THE NEW GATE,2019/10,30000,2016/10/4,2021/01/27,"アニメ/コミック, ファンタジー"
THE NEW GATE,2019/08,60000,2016/10/4,2021/01/27,"アニメ/コミック, ファンタジー"
THE NEW GATE,2019/06,40000,2016/10/4,2021/01/27,"アニメ/コミック, ファンタジー"
THE NEW GATE,2020/04,450000,2016/10/4,2021/01/27,"アニメ/コミック, ファンタジー"
THE NEW GATE,2020/03,240000,2016/10/4,2021/01/27,"アニメ/コミック, ファンタジー"
スーパー戦隊レジェンドウォーズ,2018/10,6430000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2018/09,21190000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2018/08,2460000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2018/07,1560000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2018/06,11390000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2018/05,6040000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2018/04,7360000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2018/03,20210000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2018/02,7160000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2019/12,1690000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2019/11,1000000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2019/10,2930000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2019/09,15130000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2019/08,5040000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2019/07,13290000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2019/06,5030000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2019/04,1850000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2019/02,1530000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2020/06,6020000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2020/05,5990000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2020/04,4720000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2020/03,13010000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2020/02,2950000,2016/9/6,2020/08/31,無料
スーパー戦隊レジェンドウォーズ,2020/01,980000,2016/9/6,2020/08/31,無料
三国ブレイズ：オンライン三国志RPG,2018/12,37750000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2018/11,39660000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2018/10,33640000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2018/09,43330000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2018/08,60140000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2018/07,64710000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2018/06,71550000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2018/05,84200000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2018/04,69850000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2018/03,90640000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2018/02,89120000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2018/01,94870000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/12,31920000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/11,21060000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/10,31040000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/09,26410000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/08,35550000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/07,35710000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/06,22570000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/05,8770000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/04,21170000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/03,33560000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/02,35320000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2019/01,29750000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/12,4780000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/11,6090000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/10,6420000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/09,5230000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/08,9090000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/07,14500000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/06,8660000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/05,13570000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/04,14940000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/03,18410000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/02,14130000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2020/01,24780000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2021/11,16040000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2021/10,20510000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2021/08,2100000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2021/07,6130000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2021/06,6190000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2021/05,9050000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2021/04,13020000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2021/03,14390000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2021/02,7630000,2016/10/20,2021/12/23,"三国志,歴史物"
三国ブレイズ：オンライン三国志RPG,2021/01,5100000,2016/10/20,2021/12/23,"三国志,歴史物"
STAR OCEAN -anamnesis-,2018/12,165000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2018/11,159000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2018/10,195000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2018/09,197000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2018/08,244000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2018/07,168000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2018/06,244000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2018/05,165000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2018/04,294000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2018/03,354000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2018/02,166000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2018/01,315000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/12,82830000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/11,85620000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/10,135000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/09,54800000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/08,118000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/07,93220000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/06,94610000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/05,57190000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/04,76300000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/03,114000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/02,111000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2019/01,162000000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/12,56010000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/11,40660000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/10,69370000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/09,61420000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/08,51950000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/07,49980000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/06,57910000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/05,64380000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/04,45180000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/03,49590000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/02,72570000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2020/01,56610000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2021/04,12850000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2021/03,55210000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2021/02,45090000,2016/12/7,2021/06/24,日本
STAR OCEAN -anamnesis-,2021/01,52700000,2016/12/7,2021/06/24,日本
THE KING OF FIGHTERS ALLSTAR,2018/12,258000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2018/11,163000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2018/10,397000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2018/09,326000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2018/08,529000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2018/07,168000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/12,86670000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/11,101000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/10,71480000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/09,109000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/08,141000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/07,128000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/06,133000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/05,165000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/04,119000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/03,84230000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/02,100000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2019/01,152000000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/12,87580000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/11,61040000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/10,41380000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/09,51740000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/08,63950000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/07,84670000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/06,56320000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/05,64170000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/04,29190000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/03,48610000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/02,91250000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2020/01,67570000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/12,72830000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/11,77400000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/10,68920000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/09,76280000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/08,89310000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/07,62860000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/06,52040000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/05,82980000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/04,68910000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/03,41300000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/02,54200000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2021/01,46840000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/12,56450000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/11,47240000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/10,56390000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/09,67210000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/08,52900000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/07,46940000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/06,50160000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/05,48070000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/04,84720000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/03,57410000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/02,38750000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2022/01,57330000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/12,66300000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/11,25750000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/10,25440000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/09,37760000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/08,27480000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/07,40720000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/06,37590000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/05,44500000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/04,38050000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/03,37400000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/02,36610000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2023/01,62940000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2024/06,21900000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2024/05,21180000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2024/04,29970000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2024/03,31360000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2024/02,31350000,2018/7/26,2024/10/31,"原作モノ, 無料"
THE KING OF FIGHTERS ALLSTAR,2024/01,32160000,2018/7/26,2024/10/31,"原作モノ, 無料"
ソードアート・オンライン メモリー・デフラグ,2018/12,177000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2018/11,213000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2018/10,257000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2018/09,291000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2018/08,176000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2018/07,232000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2018/06,232000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2018/05,231000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2018/04,226000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2018/03,272000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2018/02,218000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2018/01,258000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2019/12,165000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2019/11,151000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2019/10,184000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2019/09,201000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2019/08,117000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2019/07,168000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2019/06,211000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2019/05,184000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
