年月,タイトル,売上予測（円）,サービス開始日,サービス終了日,備考
2017-08-01,VALKYRIE ANATOMIA,65896052.631578945,2016-04-28,2021-04-27,"ファンタジー, 無料"
2017-09-01,VALKYRIE ANATOMIA,65896052.631578945,2016-04-28,2021-04-27,"ファンタジー, 無料"
2017-10-01,VALKYRIE ANATOMIA,65896052.631578945,2016-04-28,2021-04-27,"ファンタジー, 無料"
2017-11-01,VALKYRIE ANATOMIA,65896052.631578945,2016-04-28,2021-04-27,"ファンタジー, 無料"
2017-12-01,VALKYRIE ANATOMIA,65896052.631578945,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-01-01,VALKYRIE ANATOMIA,156000000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-02-01,VALKYRIE ANATOMIA,122000000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-03-01,VALKYRIE ANATOMIA,144000000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-04-01,VALKYRIE ANATOMIA,152000000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-05-01,VALKYRIE ANATOMIA,149000000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-06-01,VALKYRIE ANATOMIA,152000000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-07-01,VALKYRIE ANATOMIA,134000000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-08-01,VALKYRIE ANATOMIA,122000000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-09-01,VALKYRIE ANATOMIA,130000000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-10-01,VALKYRIE ANATOMIA,102000000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-11-01,VALKYRIE ANATOMIA,86260000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2018-12-01,VALKYRIE ANATOMIA,95660000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-01-01,VALKYRIE ANATOMIA,106000000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-02-01,VALKYRIE ANATOMIA,37740000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-03-01,VALKYRIE ANATOMIA,65320000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-04-01,VALKYRIE ANATOMIA,73530000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-05-01,VALKYRIE ANATOMIA,88370000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-06-01,VALKYRIE ANATOMIA,51230000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-07-01,VALKYRIE ANATOMIA,66880000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-08-01,VALKYRIE ANATOMIA,59500000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-09-01,VALKYRIE ANATOMIA,47470000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-10-01,VALKYRIE ANATOMIA,49050000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-11-01,VALKYRIE ANATOMIA,33420000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-12-01,VALKYRIE ANATOMIA,33040000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-01-01,VALKYRIE ANATOMIA,31590000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-02-01,VALKYRIE ANATOMIA,24330000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-03-01,VALKYRIE ANATOMIA,32020000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-04-01,VALKYRIE ANATOMIA,40460000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-05-01,VALKYRIE ANATOMIA,21930000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-06-01,VALKYRIE ANATOMIA,13300000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-07-01,VALKYRIE ANATOMIA,15930000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-08-01,VALKYRIE ANATOMIA,16610000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-09-01,VALKYRIE ANATOMIA,7540000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-10-01,VALKYRIE ANATOMIA,12310000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-11-01,VALKYRIE ANATOMIA,3650000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2020-12-01,VALKYRIE ANATOMIA,7280000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2021-01-01,VALKYRIE ANATOMIA,11280000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2021-02-01,VALKYRIE ANATOMIA,9350000.0,2016-04-28,2021-04-27,"ファンタジー, 無料"
2021-03-01,VALKYRIE ANATOMIA,65896052.631578945,2016-04-28,2021-04-27,"ファンタジー, 無料"
2021-04-01,VALKYRIE ANATOMIA,65896052.631578945,2016-04-28,2021-04-27,"ファンタジー, 無料"
2019-04-01,Witch's Weapon-魔女兵器-,14390000.0,2019-04-25,2020-08-27,無料
2019-05-01,Witch's Weapon-魔女兵器-,175000000.0,2019-04-25,2020-08-27,無料
2019-06-01,Witch's Weapon-魔女兵器-,85220000.0,2019-04-25,2020-08-27,無料
2019-07-01,Witch's Weapon-魔女兵器-,24220000.0,2019-04-25,2020-08-27,無料
2019-08-01,Witch's Weapon-魔女兵器-,22930000.0,2019-04-25,2020-08-27,無料
2019-09-01,Witch's Weapon-魔女兵器-,14850000.0,2019-04-25,2020-08-27,無料
2019-10-01,Witch's Weapon-魔女兵器-,270000.0,2019-04-25,2020-08-27,無料
2019-11-01,Witch's Weapon-魔女兵器-,4000000.0,2019-04-25,2020-08-27,無料
2019-12-01,Witch's Weapon-魔女兵器-,4970000.0,2019-04-25,2020-08-27,無料
2020-01-01,Witch's Weapon-魔女兵器-,50000.0,2019-04-25,2020-08-27,無料
2020-02-01,Witch's Weapon-魔女兵器-,28858333.333333332,2019-04-25,2020-08-27,無料
2020-03-01,Witch's Weapon-魔女兵器-,28858333.333333332,2019-04-25,2020-08-27,無料
2020-04-01,Witch's Weapon-魔女兵器-,28858333.333333332,2019-04-25,2020-08-27,無料
2020-05-01,Witch's Weapon-魔女兵器-,28858333.333333332,2019-04-25,2020-08-27,無料
2020-06-01,Witch's Weapon-魔女兵器-,300000.0,2019-04-25,2020-08-27,無料
2020-07-01,Witch's Weapon-魔女兵器-,100000.0,2019-04-25,2020-08-27,無料
2020-08-01,Witch's Weapon-魔女兵器-,28858333.333333332,2019-04-25,2020-08-27,無料
2019-10-01,revisions next stage,8270000.0,2019-10-30,2020-08-12,無料
2019-11-01,revisions next stage,8270000.0,2019-10-30,2020-08-12,無料
2019-12-01,revisions next stage,8270000.0,2019-10-30,2020-08-12,無料
2020-01-01,revisions next stage,8270000.0,2019-10-30,2020-08-12,無料
2020-02-01,revisions next stage,8270000.0,2019-10-30,2020-08-12,無料
2020-03-01,revisions next stage,8270000.0,2019-10-30,2020-08-12,無料
2020-04-01,revisions next stage,8270000.0,2019-10-30,2020-08-12,無料
2020-05-01,revisions next stage,8270000.0,2019-10-30,2020-08-12,無料
2020-06-01,revisions next stage,8270000.0,2019-10-30,2020-08-12,無料
2020-07-01,revisions next stage,8270000.0,2019-10-30,2020-08-12,無料
2020-08-01,revisions next stage,8270000.0,2019-10-30,2020-08-12,無料
2021-06-01,sin 七つの大罪 X-TASY,166000000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2021-07-01,sin 七つの大罪 X-TASY,74390000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2021-08-01,sin 七つの大罪 X-TASY,40730000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2021-09-01,sin 七つの大罪 X-TASY,73940000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2021-10-01,sin 七つの大罪 X-TASY,31590000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2021-11-01,sin 七つの大罪 X-TASY,23960000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2021-12-01,sin 七つの大罪 X-TASY,25310000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-01-01,sin 七つの大罪 X-TASY,27050000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-02-01,sin 七つの大罪 X-TASY,13230000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-03-01,sin 七つの大罪 X-TASY,12510000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-04-01,sin 七つの大罪 X-TASY,17230000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-05-01,sin 七つの大罪 X-TASY,20070000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-06-01,sin 七つの大罪 X-TASY,20570000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-07-01,sin 七つの大罪 X-TASY,12640000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-08-01,sin 七つの大罪 X-TASY,12250000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-09-01,sin 七つの大罪 X-TASY,8450000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-10-01,sin 七つの大罪 X-TASY,5690000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-11-01,sin 七つの大罪 X-TASY,7520000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2022-12-01,sin 七つの大罪 X-TASY,5780000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-01-01,sin 七つの大罪 X-TASY,4150000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-02-01,sin 七つの大罪 X-TASY,3190000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-03-01,sin 七つの大罪 X-TASY,4090000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-04-01,sin 七つの大罪 X-TASY,6760000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-05-01,sin 七つの大罪 X-TASY,6310000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-06-01,sin 七つの大罪 X-TASY,3570000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-07-01,sin 七つの大罪 X-TASY,1320000.0,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-08-01,sin 七つの大罪 X-TASY,24165384.615384616,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-09-01,sin 七つの大罪 X-TASY,24165384.615384616,2021-06-02,2023-09-27,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-06-01,takt op. 運命は真紅き旋律の街を,27790000.0,2023-06-28,2024-04-09,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-07-01,takt op. 運命は真紅き旋律の街を,357000000.0,2023-06-28,2024-04-09,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-08-01,takt op. 運命は真紅き旋律の街を,120000000.0,2023-06-28,2024-04-09,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-09-01,takt op. 運命は真紅き旋律の街を,65740000.0,2023-06-28,2024-04-09,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-10-01,takt op. 運命は真紅き旋律の街を,27370000.0,2023-06-28,2024-04-09,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-11-01,takt op. 運命は真紅き旋律の街を,6740000.0,2023-06-28,2024-04-09,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2023-12-01,takt op. 運命は真紅き旋律の街を,40410000.0,2023-06-28,2024-04-09,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2024-01-01,takt op. 運命は真紅き旋律の街を,17640000.0,2023-06-28,2024-04-09,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2024-02-01,takt op. 運命は真紅き旋律の街を,82836250.0,2023-06-28,2024-04-09,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2024-03-01,takt op. 運命は真紅き旋律の街を,82836250.0,2023-06-28,2024-04-09,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2024-04-01,takt op. 運命は真紅き旋律の街を,82836250.0,2023-06-28,2024-04-09,"ファンタジー, 無料, アニメ/コミック, 原作モノ"
2018-08-01,〈物語〉シリーズ ぷくぷく,110000000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2018-09-01,〈物語〉シリーズ ぷくぷく,193000000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2018-10-01,〈物語〉シリーズ ぷくぷく,139000000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2018-11-01,〈物語〉シリーズ ぷくぷく,91880000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2018-12-01,〈物語〉シリーズ ぷくぷく,78010000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-01-01,〈物語〉シリーズ ぷくぷく,45440000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-02-01,〈物語〉シリーズ ぷくぷく,54810000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-03-01,〈物語〉シリーズ ぷくぷく,52520000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-04-01,〈物語〉シリーズ ぷくぷく,95470000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-05-01,〈物語〉シリーズ ぷくぷく,69280000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-06-01,〈物語〉シリーズ ぷくぷく,37150000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-07-01,〈物語〉シリーズ ぷくぷく,37610000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-08-01,〈物語〉シリーズ ぷくぷく,58290000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-09-01,〈物語〉シリーズ ぷくぷく,64680000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-10-01,〈物語〉シリーズ ぷくぷく,30420000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-11-01,〈物語〉シリーズ ぷくぷく,26700000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2019-12-01,〈物語〉シリーズ ぷくぷく,47490000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2020-01-01,〈物語〉シリーズ ぷくぷく,61470000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2020-02-01,〈物語〉シリーズ ぷくぷく,10610000.0,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2020-03-01,〈物語〉シリーズ ぷくぷく,68622631.57894737,2018-08-21,2020-03-31,"パズル, アニメ/コミック, 原作モノ, 無料, 日本"
2017-08-01,うたのプリンスさまっ Shining Live,174332857.14285713,2017-08-28,2023-12-26,日本
2017-09-01,うたのプリンスさまっ Shining Live,174332857.14285713,2017-08-28,2023-12-26,日本
2017-10-01,うたのプリンスさまっ Shining Live,174332857.14285713,2017-08-28,2023-12-26,日本
2017-11-01,うたのプリンスさまっ Shining Live,174332857.14285713,2017-08-28,2023-12-26,日本
2017-12-01,うたのプリンスさまっ Shining Live,174332857.14285713,2017-08-28,2023-12-26,日本
2018-01-01,うたのプリンスさまっ Shining Live,317000000.0,2017-08-28,2023-12-26,日本
2018-02-01,うたのプリンスさまっ Shining Live,356000000.0,2017-08-28,2023-12-26,日本
2018-03-01,うたのプリンスさまっ Shining Live,251000000.0,2017-08-28,2023-12-26,日本
2018-04-01,うたのプリンスさまっ Shining Live,251000000.0,2017-08-28,2023-12-26,日本
2018-05-01,うたのプリンスさまっ Shining Live,261000000.0,2017-08-28,2023-12-26,日本
2018-06-01,うたのプリンスさまっ Shining Live,259000000.0,2017-08-28,2023-12-26,日本
2018-07-01,うたのプリンスさまっ Shining Live,230000000.0,2017-08-28,2023-12-26,日本
2018-08-01,うたのプリンスさまっ Shining Live,285000000.0,2017-08-28,2023-12-26,日本
2018-09-01,うたのプリンスさまっ Shining Live,428000000.0,2017-08-28,2023-12-26,日本
2018-10-01,うたのプリンスさまっ Shining Live,249000000.0,2017-08-28,2023-12-26,日本
2018-11-01,うたのプリンスさまっ Shining Live,175000000.0,2017-08-28,2023-12-26,日本
2018-12-01,うたのプリンスさまっ Shining Live,216000000.0,2017-08-28,2023-12-26,日本
2019-01-01,うたのプリンスさまっ Shining Live,221000000.0,2017-08-28,2023-12-26,日本
2019-02-01,うたのプリンスさまっ Shining Live,205000000.0,2017-08-28,2023-12-26,日本
2019-03-01,うたのプリンスさまっ Shining Live,159000000.0,2017-08-28,2023-12-26,日本
2019-04-01,うたのプリンスさまっ Shining Live,199000000.0,2017-08-28,2023-12-26,日本
2019-05-01,うたのプリンスさまっ Shining Live,293000000.0,2017-08-28,2023-12-26,日本
2019-06-01,うたのプリンスさまっ Shining Live,179000000.0,2017-08-28,2023-12-26,日本
2019-07-01,うたのプリンスさまっ Shining Live,182000000.0,2017-08-28,2023-12-26,日本
2019-08-01,うたのプリンスさまっ Shining Live,296000000.0,2017-08-28,2023-12-26,日本
2019-09-01,うたのプリンスさまっ Shining Live,285000000.0,2017-08-28,2023-12-26,日本
2019-10-01,うたのプリンスさまっ Shining Live,200000000.0,2017-08-28,2023-12-26,日本
2019-11-01,うたのプリンスさまっ Shining Live,186000000.0,2017-08-28,2023-12-26,日本
2019-12-01,うたのプリンスさまっ Shining Live,153000000.0,2017-08-28,2023-12-26,日本
2020-01-01,うたのプリンスさまっ Shining Live,204000000.0,2017-08-28,2023-12-26,日本
2020-02-01,うたのプリンスさまっ Shining Live,177000000.0,2017-08-28,2023-12-26,日本
2020-03-01,うたのプリンスさまっ Shining Live,182000000.0,2017-08-28,2023-12-26,日本
2020-04-01,うたのプリンスさまっ Shining Live,189000000.0,2017-08-28,2023-12-26,日本
2020-05-01,うたのプリンスさまっ Shining Live,146000000.0,2017-08-28,2023-12-26,日本
2020-06-01,うたのプリンスさまっ Shining Live,220000000.0,2017-08-28,2023-12-26,日本
2020-07-01,うたのプリンスさまっ Shining Live,167000000.0,2017-08-28,2023-12-26,日本
2020-08-01,うたのプリンスさまっ Shining Live,217000000.0,2017-08-28,2023-12-26,日本
2020-09-01,うたのプリンスさまっ Shining Live,214000000.0,2017-08-28,2023-12-26,日本
2020-10-01,うたのプリンスさまっ Shining Live,134000000.0,2017-08-28,2023-12-26,日本
2020-11-01,うたのプリンスさまっ Shining Live,130000000.0,2017-08-28,2023-12-26,日本
2020-12-01,うたのプリンスさまっ Shining Live,95820000.0,2017-08-28,2023-12-26,日本
2021-01-01,うたのプリンスさまっ Shining Live,127000000.0,2017-08-28,2023-12-26,日本
2021-02-01,うたのプリンスさまっ Shining Live,113000000.0,2017-08-28,2023-12-26,日本
2021-03-01,うたのプリンスさまっ Shining Live,120000000.0,2017-08-28,2023-12-26,日本
2021-04-01,うたのプリンスさまっ Shining Live,147000000.0,2017-08-28,2023-12-26,日本
2021-05-01,うたのプリンスさまっ Shining Live,148000000.0,2017-08-28,2023-12-26,日本
2021-06-01,うたのプリンスさまっ Shining Live,144000000.0,2017-08-28,2023-12-26,日本
2021-07-01,うたのプリンスさまっ Shining Live,108000000.0,2017-08-28,2023-12-26,日本
2021-08-01,うたのプリンスさまっ Shining Live,126000000.0,2017-08-28,2023-12-26,日本
2021-09-01,うたのプリンスさまっ Shining Live,135000000.0,2017-08-28,2023-12-26,日本
2021-10-01,うたのプリンスさまっ Shining Live,97290000.0,2017-08-28,2023-12-26,日本
2021-11-01,うたのプリンスさまっ Shining Live,77780000.0,2017-08-28,2023-12-26,日本
2021-12-01,うたのプリンスさまっ Shining Live,89550000.0,2017-08-28,2023-12-26,日本
2022-01-01,うたのプリンスさまっ Shining Live,169000000.0,2017-08-28,2023-12-26,日本
2022-02-01,うたのプリンスさまっ Shining Live,97510000.0,2017-08-28,2023-12-26,日本
2022-03-01,うたのプリンスさまっ Shining Live,107000000.0,2017-08-28,2023-12-26,日本
2022-04-01,うたのプリンスさまっ Shining Live,153000000.0,2017-08-28,2023-12-26,日本
2022-05-01,うたのプリンスさまっ Shining Live,199000000.0,2017-08-28,2023-12-26,日本
2022-06-01,うたのプリンスさまっ Shining Live,113000000.0,2017-08-28,2023-12-26,日本
2022-07-01,うたのプリンスさまっ Shining Live,85850000.0,2017-08-28,2023-12-26,日本
2022-08-01,うたのプリンスさまっ Shining Live,118000000.0,2017-08-28,2023-12-26,日本
2022-09-01,うたのプリンスさまっ Shining Live,100000000.0,2017-08-28,2023-12-26,日本
2022-10-01,うたのプリンスさまっ Shining Live,104000000.0,2017-08-28,2023-12-26,日本
2022-11-01,うたのプリンスさまっ Shining Live,146000000.0,2017-08-28,2023-12-26,日本
2022-12-01,うたのプリンスさまっ Shining Live,124000000.0,2017-08-28,2023-12-26,日本
2023-01-01,うたのプリンスさまっ Shining Live,217000000.0,2017-08-28,2023-12-26,日本
2023-02-01,うたのプリンスさまっ Shining Live,147000000.0,2017-08-28,2023-12-26,日本
2023-03-01,うたのプリンスさまっ Shining Live,116000000.0,2017-08-28,2023-12-26,日本
2023-04-01,うたのプリンスさまっ Shining Live,164000000.0,2017-08-28,2023-12-26,日本
2023-05-01,うたのプリンスさまっ Shining Live,131000000.0,2017-08-28,2023-12-26,日本
2023-06-01,うたのプリンスさまっ Shining Live,127000000.0,2017-08-28,2023-12-26,日本
2023-07-01,うたのプリンスさまっ Shining Live,118000000.0,2017-08-28,2023-12-26,日本
2023-08-01,うたのプリンスさまっ Shining Live,154000000.0,2017-08-28,2023-12-26,日本
2023-09-01,うたのプリンスさまっ Shining Live,110000000.0,2017-08-28,2023-12-26,日本
2023-10-01,うたのプリンスさまっ Shining Live,58500000.0,2017-08-28,2023-12-26,日本
2023-11-01,うたのプリンスさまっ Shining Live,174332857.14285713,2017-08-28,2023-12-26,日本
2023-12-01,うたのプリンスさまっ Shining Live,174332857.14285713,2017-08-28,2023-12-26,日本
2017-09-01,おそ松さん よくばり！ニートアイランド,18770000.0,2017-09-19,2018-06-18,"アニメ/コミック, 無料, 都市建設, 女子にも人気, 櫻井孝宏, 中村悠一, 神谷浩史, 福山 潤, 小野大輔, 入野自由, 鈴村健一"
2017-10-01,おそ松さん よくばり！ニートアイランド,18770000.0,2017-09-19,2018-06-18,"アニメ/コミック, 無料, 都市建設, 女子にも人気, 櫻井孝宏, 中村悠一, 神谷浩史, 福山 潤, 小野大輔, 入野自由, 鈴村健一"
2017-11-01,おそ松さん よくばり！ニートアイランド,18770000.0,2017-09-19,2018-06-18,"アニメ/コミック, 無料, 都市建設, 女子にも人気, 櫻井孝宏, 中村悠一, 神谷浩史, 福山 潤, 小野大輔, 入野自由, 鈴村健一"
2017-12-01,おそ松さん よくばり！ニートアイランド,18770000.0,2017-09-19,2018-06-18,"アニメ/コミック, 無料, 都市建設, 女子にも人気, 櫻井孝宏, 中村悠一, 神谷浩史, 福山 潤, 小野大輔, 入野自由, 鈴村健一"
2018-01-01,おそ松さん よくばり！ニートアイランド,18770000.0,2017-09-19,2018-06-18,"アニメ/コミック, 無料, 都市建設, 女子にも人気, 櫻井孝宏, 中村悠一, 神谷浩史, 福山 潤, 小野大輔, 入野自由, 鈴村健一"
2018-02-01,おそ松さん よくばり！ニートアイランド,30830000.0,2017-09-19,2018-06-18,"アニメ/コミック, 無料, 都市建設, 女子にも人気, 櫻井孝宏, 中村悠一, 神谷浩史, 福山 潤, 小野大輔, 入野自由, 鈴村健一"
2018-03-01,おそ松さん よくばり！ニートアイランド,21180000.0,2017-09-19,2018-06-18,"アニメ/コミック, 無料, 都市建設, 女子にも人気, 櫻井孝宏, 中村悠一, 神谷浩史, 福山 潤, 小野大輔, 入野自由, 鈴村健一"
2018-04-01,おそ松さん よくばり！ニートアイランド,4300000.0,2017-09-19,2018-06-18,"アニメ/コミック, 無料, 都市建設, 女子にも人気, 櫻井孝宏, 中村悠一, 神谷浩史, 福山 潤, 小野大輔, 入野自由, 鈴村健一"
2018-05-01,おそ松さん よくばり！ニートアイランド,18770000.0,2017-09-19,2018-06-18,"アニメ/コミック, 無料, 都市建設, 女子にも人気, 櫻井孝宏, 中村悠一, 神谷浩史, 福山 潤, 小野大輔, 入野自由, 鈴村健一"
2018-06-01,おそ松さん よくばり！ニートアイランド,18770000.0,2017-09-19,2018-06-18,"アニメ/コミック, 無料, 都市建設, 女子にも人気, 櫻井孝宏, 中村悠一, 神谷浩史, 福山 潤, 小野大輔, 入野自由, 鈴村健一"
2020-12-01,おねがい、俺を現実に戻さないで！ シンフォニアステージ,850000.0,2020-12-10,2021-06-30,"ファンタジー, 無料"
2021-01-01,おねがい、俺を現実に戻さないで！ シンフォニアステージ,850000.0,2020-12-10,2021-06-30,"ファンタジー, 無料"
2021-02-01,おねがい、俺を現実に戻さないで！ シンフォニアステージ,850000.0,2020-12-10,2021-06-30,"ファンタジー, 無料"
2021-03-01,おねがい、俺を現実に戻さないで！ シンフォニアステージ,850000.0,2020-12-10,2021-06-30,"ファンタジー, 無料"
2021-04-01,おねがい、俺を現実に戻さないで！ シンフォニアステージ,850000.0,2020-12-10,2021-06-30,"ファンタジー, 無料"
2021-05-01,おねがい、俺を現実に戻さないで！ シンフォニアステージ,850000.0,2020-12-10,2021-06-30,"ファンタジー, 無料"
2021-06-01,おねがい、俺を現実に戻さないで！ シンフォニアステージ,850000.0,2020-12-10,2021-06-30,"ファンタジー, 無料"
2019-09-01,かくりよの門-朧-,550000.0,2019-09-26,2020-09-30,
2019-10-01,かくりよの門-朧-,5010000.0,2019-09-26,2020-09-30,
2019-11-01,かくりよの門-朧-,360000.0,2019-09-26,2020-09-30,
2019-12-01,かくりよの門-朧-,40000.0,2019-09-26,2020-09-30,
2020-01-01,かくりよの門-朧-,80000.0,2019-09-26,2020-09-30,
2020-02-01,かくりよの門-朧-,831250.0,2019-09-26,2020-09-30,
2020-03-01,かくりよの門-朧-,190000.0,2019-09-26,2020-09-30,
2020-04-01,かくりよの門-朧-,250000.0,2019-09-26,2020-09-30,
2020-05-01,かくりよの門-朧-,831250.0,2019-09-26,2020-09-30,
2020-06-01,かくりよの門-朧-,170000.0,2019-09-26,2020-09-30,
2020-07-01,かくりよの門-朧-,831250.0,2019-09-26,2020-09-30,
2020-08-01,かくりよの門-朧-,831250.0,2019-09-26,2020-09-30,
2020-09-01,かくりよの門-朧-,831250.0,2019-09-26,2020-09-30,
