タイトル,年月,発売日,サービス終了日,売上予測（円）,備考
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Mar-20,2017/3/14,2024/7/30,53810000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Feb-20,2017/3/14,2024/7/30,33470000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Jan-20,2017/3/14,2024/7/30,31840000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Dec-21,2017/3/14,2024/7/30,37210000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Nov-21,2017/3/14,2024/7/30,32030000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Oct-21,2017/3/14,2024/7/30,32210000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Sep-21,2017/3/14,2024/7/30,37730000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Aug-21,2017/3/14,2024/7/30,41810000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Jul-21,2017/3/14,2024/7/30,30800000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Jun-21,2017/3/14,2024/7/30,33060000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,May-21,2017/3/14,2024/7/30,35570000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Apr-21,2017/3/14,2024/7/30,33920000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Mar-21,2017/3/14,2024/7/30,66240000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Feb-21,2017/3/14,2024/7/30,38350000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Jan-21,2017/3/14,2024/7/30,32240000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Dec-22,2017/3/14,2024/7/30,27250000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Nov-22,2017/3/14,2024/7/30,23550000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Oct-22,2017/3/14,2024/7/30,24450000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Sep-22,2017/3/14,2024/7/30,25040000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Aug-22,2017/3/14,2024/7/30,28840000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Jul-22,2017/3/14,2024/7/30,25280000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Jun-22,2017/3/14,2024/7/30,27850000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,May-22,2017/3/14,2024/7/30,27910000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Apr-22,2017/3/14,2024/7/30,29840000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Mar-22,2017/3/14,2024/7/30,40970000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Feb-22,2017/3/14,2024/7/30,27650000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Jan-22,2017/3/14,2024/7/30,33710000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Dec-23,2017/3/14,2024/7/30,2960000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Nov-23,2017/3/14,2024/7/30,4610000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Oct-23,2017/3/14,2024/7/30,8350000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Sep-23,2017/3/14,2024/7/30,10870000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Aug-23,2017/3/14,2024/7/30,13680000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Jul-23,2017/3/14,2024/7/30,15160000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Jun-23,2017/3/14,2024/7/30,14870000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,May-23,2017/3/14,2024/7/30,17120000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Apr-23,2017/3/14,2024/7/30,22260000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Mar-23,2017/3/14,2024/7/30,31740000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Feb-23,2017/3/14,2024/7/30,22340000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Jan-23,2017/3/14,2024/7/30,24780000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,May-24,2017/3/14,2024/7/30,3260000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Mar-24,2017/3/14,2024/7/30,9560000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Feb-24,2017/3/14,2024/7/30,3120000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,Jan-24,2017/3/14,2024/7/30,5180000,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
茜さすセカイでキミと詠う,Dec-18,2017/4/20,2025/2/25,43680000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
